,Urban Aggl,change_abs_p0,change_abs_p10,change_abs_p100,change_abs_p20,change_abs_p30,change_abs_p40,change_abs_p50,change_abs_p60,change_abs_p70,change_abs_p80,change_abs_p90,change_norm_p0,change_norm_p10,change_norm_p100,change_norm_p20,change_norm_p30,change_norm_p40,change_norm_p50,change_norm_p60,change_norm_p70,change_norm_p80,change_norm_p90,max_extent,occurrence_p0,occurrence_p10,occurrence_p100,occurrence_p20,occurrence_p30,occurrence_p40,occurrence_p50,occurrence_p60,occurrence_p70,occurrence_p80,occurrence_p90,reach,recurrence_p0,recurrence_p10,recurrence_p100,recurrence_p20,recurrence_p30,recurrence_p40,recurrence_p50,recurrence_p60,recurrence_p70,recurrence_p80,recurrence_p90,seasonality_p0,seasonality_p10,seasonality_p100,seasonality_p20,seasonality_p30,seasonality_p40,seasonality_p50,seasonality_p60,seasonality_p70,seasonality_p80,seasonality_p90
37,Belï¿½m,-128.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975566.1725490196,0.0,98.77993777048272,100.0,98.77993777048272,99.0148903856594,99.0148903856594,99.0148903856594,99.0148903856594,99.0148903856594,99.0148903856594,100.0,city,7.0,99.99999999999994,100.00000000000006,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,1.0,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004
38,Manaus,-128.0,-3.0,80.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0000000000000004,-128.0,-2.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,544356.1372549022,0.0,91.99999999999623,100.0,95.9999999999944,97.61723408712388,97.61723408712388,97.61723408712388,97.61723408712388,98.479432130262,98.479432130262,98.479432130262,upstream,8.0,99.99999999999994,100.0,99.99999999999994,99.99999999999994,99.99999999999994,100.0,100.0,100.0,100.0,100.0,1.0,11.999890083659777,12.0,11.999890083659777,11.999890083659777,11.999890083659777,12.0,12.0,12.0,12.0,12.0
39,Manaus,-128.0,-16.0,99.0,-2.0,0.0,0.0,1.0,2.0,2.0,4.0,12.0,-128.0,-29.0,100.0,-2.0,0.0,0.0,0.0,1.0,1.0,2.0,36.0,234293.18039215685,0.0,76.00000000000075,100.0,91.88057744005316,96.00000000000072,97.0000000000383,98.31695613937288,98.31695613937288,98.31695613937288,98.31695613937288,98.31695613937288,city,6.0,61.00000000000001,100.0,91.0,99.99999999999996,99.99999999999996,99.99999999999996,99.99999999999996,99.99999999999996,99.99999999999996,99.99999999999996,1.0,5.000000000000001,12.000000000000009,9.000000000000002,12.000000000000009,12.000000000000009,12.000000000000009,12.000000000000009,12.000000000000009,12.000000000000009,12.000000000000009
40,Manaus,-128.0,-10.0,99.0,-3.0,0.0,0.0,0.0,0.0,3.0,7.000000000000001,19.0,-128.0,-16.0,100.0,-2.0,0.0,0.0,0.0,0.0,8.0,62.99999999999999,99.9994512807647,664575.7686274513,0.0,64.44656730649852,100.0,86.47942644683475,93.00000000000814,96.0000000000024,98.85070096564296,98.85070096564296,98.85070096564296,99.3738544348562,99.3738544348562,downstream,5.0,43.424667383281125,100.0,75.31326717550702,97.0,99.99999999999994,99.99999999999994,99.99999999999994,99.99999999999994,99.99999999999994,100.0,1.0,2.5257181932147854,12.0,4.414696033135887,6.000000000000001,10.000000000000002,11.998359441125546,11.998359441125546,11.998359441125546,11.998359441125546,12.0
41,Pelotas,-84.0,-20.0,96.0,-5.0,0.0,0.0,3.0,5.999999999999999,8.0,10.999999999999998,17.0,-100.0,-33.00000000000001,100.0,-1.0,0.0,5.0,30.0,60.0,100.0,100.0,100.0,20925.99999999999,0.0,22.000000000000043,100.0,54.99999999999997,77.00000000000004,89.00000000000016,94.00000000000006,96.99999999999812,96.99999999999812,97.9999999999999,97.9999999999999,upstream,11.0,39.0,100.0,48.0,53.99999999999999,60.0,75.0,92.0,99.99999999999994,99.99999999999994,99.99999999999994,1.0,3.0,12.0,7.0,11.999999999999996,11.999999999999996,11.999999999999996,11.999999999999996,11.999999999999996,11.999999999999996,11.999999999999996
42,Pelotas,-83.0,-21.0,71.0,-7.0,-1.0,0.0,0.0,0.0,0.0,4.0,17.0,-100.0,-21.0,100.0,-3.0,0.0,0.0,0.0,0.0,0.0,32.0,100.0,8188.63137254902,0.0,58.00000000000001,99.0,83.00000000000001,94.00000000000009,96.0000000000016,96.9999999999979,96.9999999999979,96.9999999999979,97.9999999999982,97.9999999999982,city,10.0,53.0,100.0,80.0,96.0,99.99999999999996,99.99999999999996,99.99999999999996,99.99999999999996,99.99999999999996,99.99999999999996,1.0,2.0,12.0,6.0,11.999999999999998,11.999999999999998,11.999999999999998,11.999999999999998,11.999999999999998,11.999999999999998,11.999999999999998
43,Pelotas,-93.0,-8.999999999999998,91.0,0.0,0.0,1.0,2.999999999999999,2.999999999999999,4.0,5.999999999999999,10.999999999999998,-100.0,-12.0,100.0,0.0,38.0,53.99999999999999,63.0,73.0,82.0,100.0,100.0,73833.98431372554,0.0,5.999999999999955,99.0,16.99999999999995,60.99999999999995,89.00000000000014,96.00000000000178,96.99999999999812,97.99999999999942,97.99999999999942,97.99999999999942,downstream,8.0,23.000000000000004,100.0,30.000000000000004,37.00000000000001,41.99999999999999,50.0,60.00000000000001,68.0,100.0,100.0,1.0,1.0,12.0,1.0,1.0,2.0,11.999999999999966,11.999999999999966,11.999999999999966,11.999999999999966,11.999999999999966
44,Petrolina,-93.0,-35.0,85.0,-14.0,-4.0,-2.0,-2.0,-1.0,-1.0,0.0,0.0,-100.0,-47.0,100.0,-10.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,27846.976470588237,0.0,84.00000000000004,100.0,94.99999999999294,95.99999999999396,95.99999999999396,95.99999999999396,96.99999999999407,96.99999999999407,96.99999999999407,98.0000000000026,upstream,7.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
45,Petrolina,-95.0,-35.0,74.0,-15.0,-3.0,-2.0,-1.0,-1.0,0.0,0.0,1.0,-100.0,-61.0,100.0,-17.0,-1.0,-1.0,0.0,0.0,0.0,0.0,5.0,15516.356862745097,0.0,76.99999999999994,99.0,94.0000000000003,95.99999999999967,95.99999999999967,95.99999999999967,96.99999999999736,96.99999999999736,96.99999999999736,96.99999999999736,city,7.0,53.0,100.0,85.99999999999999,99.99999999999996,99.99999999999996,99.99999999999996,99.99999999999996,99.99999999999996,99.99999999999996,99.99999999999996,1.0,5.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
46,Petrolina,-97.0,-39.00000000000001,83.0,-20.0,-9.0,-3.0,-2.0,-1.0,0.0,0.0,1.0,-100.0,-49.0,100.0,-20.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,0.0,30148.019607843144,0.0,72.00000000000011,99.0,88.00000000000043,93.99999999999892,95.99999999999568,95.99999999999568,96.9999999999952,96.9999999999952,96.9999999999952,98.0000000000023,downstream,8.0,66.0,100.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,5.999999999999999,12.0,11.999999999999991,11.999999999999991,11.999999999999991,11.999999999999991,11.999999999999991,11.999999999999991,11.999999999999991,11.999999999999991
47,Puerto Alegre,-100.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706740.6980392159,0.0,97.99999999986358,100.0,98.99460490497135,98.99460490497135,99.02895216685722,99.02895216685722,99.02895216685722,99.02895216685722,99.02895216685722,99.02895216685722,downstream,9.0,99.99999999999984,100.0,99.99999999999984,99.99999999999984,99.99999999999984,99.99999999999984,99.99999999999984,99.99999999999984,99.99999999999984,99.99999999999984,1.0,11.999999999999991,12.0,11.999999999999991,11.999999999999996,11.999999999999996,11.999999999999996,11.999999999999996,11.999999999999996,11.999999999999996,11.999999999999996
48,Puerto Alegre,-128.0,-20.0,89.0,-9.000000000000002,-4.0,-1.0,0.0,1.0,4.0,7.0,14.0,-128.0,-53.0,100.00000000000004,-5.0,0.0,0.0,17.000000000000004,31.0,45.0,73.0,100.0,296452.9176470588,0.0,9.759847592198795,100.0,36.254686289697936,84.01598573806967,96.72437812595236,98.01297746149044,98.01297746149044,98.01297746149044,98.01297746149044,99.00000000000196,upstream,7.0,35.0,100.0,45.00000000000001,52.00000000000001,59.5015573965612,65.37591496109737,72.16653132507689,84.24719555009882,100.0,100.0,1.0,1.0,12.000000000000004,1.0,1.0,2.1222696344059027,11.999999999999998,11.999999999999998,12.000000000000004,12.000000000000004,12.000000000000004
49,Puerto Alegre,-100.0,-1.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.00000000000004,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197870.47843137247,0.0,97.93746891766806,100.0,97.93746891766806,98.99999999994682,98.99999999994682,98.99999999994682,98.99999999994682,98.99999999994682,98.99999999994682,98.99999999994682,city,8.0,87.0,100.00000000000016,100.00000000000016,100.00000000000016,100.00000000000016,100.00000000000016,100.00000000000016,100.00000000000016,100.00000000000016,100.00000000000016,1.0,11.999999999999991,12.0,11.999999999999991,11.999999999999991,11.999999999999991,11.999999999999991,11.999999999999991,11.999999999999991,11.999999999999991,11.999999999999991
50,Pï¿½rto Velho,-128.0,0.0,77.0,1.0,2.0,3.0,4.0,4.999999999999999,6.0,7.0,12.0,-128.0,0.0,100.0,0.0,1.0,2.0,2.0,3.0,4.0,5.000000000000001,75.0,17876.196078431374,0.0,92.99999999999984,98.0,95.99999999999628,95.99999999999628,95.99999999999628,96.99999999999514,96.99999999999514,96.99999999999514,96.99999999999514,97.99999999999936,city,7.0,91.0,100.0,99.99999999999994,99.99999999999994,99.99999999999994,99.99999999999994,99.99999999999994,99.99999999999994,99.99999999999994,99.99999999999994,1.0,7.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
51,Pï¿½rto Velho,-86.0,1.0,84.0,3.0000000000000004,6.000000000000001,11.0,20.0,33.0,43.0,48.0,52.00000000000001,-100.0,1.0,100.0,2.0,4.0,27.0,100.0,100.0,100.0,100.0,100.0,81947.54509803919,0.0,34.99999999999887,99.0,40.00000000000082,51.99999999999994,85.00000000000048,93.99999999999778,95.99999999999451,96.999999999997,96.999999999997,97.99999999999798,upstream,9.0,83.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,5.000000000000001,12.0,11.999999999999991,11.999999999999991,11.999999999999991,11.999999999999991,11.999999999999991,11.999999999999991,11.999999999999991,11.999999999999991
52,Pï¿½rto Velho,-83.0,-2.0,80.0,2.0,3.0,4.0,4.0,4.999999999999999,6.000000000000003,7.0,9.0,-100.0,0.0,100.0,1.0,2.0,2.0,2.0,2.999999999999999,2.999999999999999,4.0,8.0,18502.474509803906,0.0,79.00000000000007,99.0,93.00000000000004,94.9999999999946,95.9999999999974,95.9999999999974,96.99999999999744,96.99999999999744,96.99999999999744,98.000000000002,downstream,10.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,6.000000000000001,12.0,11.999999999999998,11.999999999999998,11.999999999999998,11.999999999999998,11.999999999999998,11.999999999999998,11.999999999999998,11.999999999999998
53,Sao Paulo,-128.0,-33.0,96.0,-14.0,-6.0,-3.0,-2.0,-1.0,0.0,1.0,4.999999999999999,-128.0,-56.0,100.0,-9.0,-3.0000000000000004,-1.0,-1.0,0.0,0.0,0.0,8.0,154545.75686274515,0.0,73.48707233595266,98.0,87.5229474376195,90.86379033308286,92.95000792099084,94.31461314608366,94.31461314608366,95.50222938753592,95.50222938753592,95.50222938753592,city,6.0,71.38739470153679,100.00000000000009,94.0,100.00000000000006,100.00000000000006,100.00000000000006,100.00000000000006,100.00000000000006,100.00000000000006,100.00000000000006,1.0,5.363242875835936,12.00000000000002,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
54,Sao Paulo,-91.0,-45.0,94.0,-29.0,-21.0,-13.999999999999998,-9.000000000000002,-4.0,0.0,7.0,15.0,-100.0,-98.0,100.0,-60.0,-28.0,-13.0,-5.0,-1.0,6.0,26.0,85.0,27988.67058823529,0.0,24.000000000000043,96.0,39.43584050609813,51.77840505730023,60.87306658920917,69.34714673086978,74.31839358926575,80.13711471486221,85.11502187959121,89.17743894463455,upstream,8.0,51.0,100.0,70.0,80.99999999999999,89.00000000000001,94.0,97.00000000000004,100.0,100.0,100.0,1.0,2.0,12.000000000000002,3.000000000000001,5.271668399318113,7.0,8.0,11.999999999999998,11.999999999999998,11.999999999999998,11.999999999999998
55,Sao Paulo,-84.0,-15.0,86.0,-10.0,-6.0,-2.0,-1.0,0.0,0.0,0.0,4.0,-100.0,-10.0,100.0,-6.0,-3.0,-1.0,0.0,0.0,0.0,0.0,18.0,31928.160784313728,0.0,71.00000000000001,97.99999999999982,83.00000000000014,88.0000000000011,91.45982069229387,94.99999999999352,95.99999999999196,95.99999999999196,95.99999999999196,96.99999999999817,downstream,9.0,69.0,100.0,92.0,97.0,97.0,100.0,100.0,100.0,100.0,100.0,1.0,7.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
56,Santiago,-89.0,-43.0,84.0,-30.0,-16.0,-7.0,0.0,5.000000000000001,9.0,15.0,22.0,-100.0,-100.0,100.0,-53.0,-17.0,4.0,25.0,50.0,75.0,100.0,100.0,12335.317647058824,0.0,8.488722144374623,92.0,11.925799949609411,14.52537053724014,16.494363738572126,20.47295763993948,23.46491125414472,26.878473475279637,31.000000000000057,36.42201834862385,downstream,12.0,40.0,100.0,50.0,56.60712166740033,62.0,67.0,72.0,77.0,83.0,92.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,6.0
57,Santiago,-128.0,-47.0,89.0,-30.0,-15.0,-4.0,3.0,8.0,15.0,24.0,37.0,-128.0,-100.0,100.0,-54.0,-15.0,3.0,30.0,72.0,100.0,100.0,100.0,5766.149019607843,0.0,11.000000000000018,98.0,16.224895941727368,21.180270167427715,25.40476858345021,29.686017012386213,34.0,37.80387243735761,47.00000000000001,66.0,city,11.0,48.0,100.0,61.0,69.0,75.0,82.0,88.0,94.0,100.0,100.0,1.0,1.0,12.0,1.0,2.0,3.0,4.0,5.0,7.0,12.0,12.0
58,Santiago,-100.0,-53.0,63.0,-32.0,-17.000000000000004,-12.0,-8.0,-5.0,-1.0,3.0,11.0,-100.0,-98.0,100.0,-48.0,-24.0,-15.0,-9.0,-4.0,1.0,13.0,38.0,3503.188235294117,1.0,26.00000000000001,89.0,37.99999999999998,46.00000000000002,51.0,55.99999999999995,60.99999999999993,64.99999999999993,70.00000000000001,74.99999999999996,upstream,20.0,72.0,100.0,86.0,91.0,94.0,97.0,97.0,100.0,100.0,100.0,1.0,1.0,12.0,2.0,3.0,4.0,5.0,6.0,7.0,9.0,12.0
59,Temuco,-128.0,-57.0,98.0,-38.0,-21.0,-4.0,5.999999999999999,15.0,23.0,31.0,45.0,-128.0,-100.0,100.0,-58.0,-14.999999999999998,9.0,35.0,59.0,88.0,100.0,100.0,8555.247058823526,0.0,17.00000000000004,96.0,25.000000000000057,34.000000000000064,42.000000000000064,51.00000000000001,57.999999999999964,67.00000000000001,74.07998338007683,82.99999999999999,downstream,8.0,66.0,100.0,77.0,85.0,88.99999999999999,94.0,99.99999999999996,99.99999999999996,99.99999999999996,99.99999999999996,1.0,1.0,12.000000000000002,1.0,2.0,3.0,5.0,6.0,12.000000000000002,12.000000000000002,12.000000000000002
60,Temuco,-128.0,-58.0,96.0,-42.0,-25.0,-8.0,3.0,15.0,26.0,39.0,56.0,-128.0,-100.0,100.0,-60.0,-22.0,-3.0,11.0,37.0,82.0,100.0,100.0,3690.117647058824,0.0,24.000000000000043,98.0,35.999999999999986,47.0,55.99999999999999,64.0,72.99999999999993,78.99999999999999,85.99999999999997,91.0,city,8.0,62.0,100.0,76.0,84.0,90.0,94.0,100.0,100.0,100.0,100.0,1.0,1.0,12.0,1.0,2.0,4.0,6.0,12.0,12.0,12.0,12.0
61,Temuco,-128.0,-75.0,100.0,-50.0,-28.0,-9.0,3.0,11.0,21.000000000000004,32.0,48.0,-128.0,-100.0,100.0,-69.0,-23.0,-3.0,25.0,62.0,100.0,100.0,100.0,5729.066666666666,0.0,19.00000000000004,96.0,27.99999999999997,38.99999999999998,47.00000000000002,53.999999999999964,62.999999999999936,70.00000000000003,75.99999999999991,84.0,upstream,8.0,47.0,100.0,66.0,76.0,83.0,90.0,95.0,100.0,100.0,100.0,1.0,1.0,12.0,1.0,2.0,3.0,3.0,5.0,12.0,12.0,12.0
62,Cali,-128.0,-83.0,100.0,-63.0,-50.0,-35.0,-19.0,1.0,10.999999999999998,24.0,45.0,-128.0,-100.0,100.0,-100.0,-82.0,-41.0,-10.0,16.0,82.0,100.0,100.0,17249.164705882362,0.0,18.000000000000025,99.0,29.99999999999993,42.00000000000003,51.99999999999992,62.0,69.99999999999999,77.00000000000003,83.0000000000001,89.00000000000018,upstream,8.0,49.99999999999999,100.0,66.0,78.0,87.00000000000001,95.0,100.0,100.0,100.0,100.0,1.0,1.0,12.0,1.0,2.0,3.0,5.0,12.0,12.0,12.0,12.0
63,Cali,-128.0,-61.0,81.0,-42.99999999999999,-32.0,-20.0,-9.0,2.0,4.999999999999999,7.0,12.0,-128.0,-100.0,100.0,-56.0,-32.0,-9.0,16.0,54.0,100.0,100.0,100.0,25988.98823529412,0.0,8.462801370305732,95.0,20.518202589489725,25.94045282031144,30.915097487724616,37.45504650361695,45.000000000000064,51.45371465872462,58.90511413346058,72.42777913710137,downstram,8.0,30.395346439645667,100.0,41.0,53.0,65.0,74.67711833893422,87.0,96.0,100.0,100.0,1.0,1.0,12.0,1.0,1.0,2.0,2.0,3.0,3.0,6.0,11.999999999999998
64,Cali,-128.0,-86.0,76.0,-59.0,-39.99999999999999,-26.0,-10.0,8.0,13.0,18.0,26.0,-128.0,-100.0,100.0,-100.0,-80.0,-33.0,-3.0,58.0,100.0,100.0,100.0,2774.8000000000006,0.0,12.99999999999998,91.0,20.00000000000001,26.000000000000004,36.0,44.99999999999999,54.00000000000001,62.0,70.0,79.0,city,10.0,50.0,100.0,61.0,72.0,83.0,93.0,100.0,100.0,100.0,100.0,1.0,1.0,12.0,1.0,1.0,2.0,2.0,2.0,3.0,12.0,12.0
65,Bogotï¿½,-128.0,-33.0,100.0,-4.0,8.0,17.0,25.0,33.0,42.0,54.0,69.0,-128.0,-44.0,100.0,11.0,43.0,80.0,100.0,100.0,100.0,100.0,100.0,2629.2392156862743,0.0,18.46230982019363,92.0,28.000000000000007,36.46092619392185,46.0,53.000000000000014,57.99999999999999,60.874521183981365,64.26192346537987,75.0,upstream,14.0,48.0,100.0,60.0,68.0,79.0,86.0,93.0,100.0,100.0,100.0,1.0,1.0,12.0,2.0,3.0,4.0,5.0,6.000000000000001,7.0,12.0,12.0
66,Bogotï¿½,-128.0,-36.0,83.0,-10.0,2.0,10.0,13.0,18.0,25.0,36.0,48.0,-128.0,-42.0,100.0,-2.0,20.0,54.0,89.0,100.0,100.0,100.0,100.0,4514.458823529412,0.0,15.0,95.0,23.223909442297074,30.018577981651383,37.81332250203086,48.836296099761206,60.00000000000003,71.0,79.70249551459791,88.99999999999999,city,15.0,44.0,100.0,58.0,69.0,78.0,85.0,93.0,100.0,100.0,100.0,1.0,2.0,12.0,3.0,4.0,5.0,5.0,6.0,7.0,12.0,12.0
67,Bogotï¿½,-128.0,27.0,83.0,44.0,56.0,61.0,63.0,66.0,68.0,70.0,72.0,-128.0,81.0,100.0,93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7755.501960784313,0.0,45.000000000000064,88.0,51.993297655453446,54.51490572223212,56.00000000000039,57.55266002693693,60.48464800420238,60.48464800420238,63.00000000000026,67.02075487488493,downstream,16.0,61.0,100.00000000000004,75.00000000000001,81.0,86.0,90.0,94.0,100.0,100.0,100.0,1.0,5.059781257767834,12.000000000000002,7.0,7.0,12.0,12.0,12.0,12.0,12.0,12.0
68,Cuenca,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,upstream,,,,,,,,,,,,,,,,,,,,,,
69,Cuenca,-73.0,-73.0,86.0,-52.0,-17.0,-17.0,11.0,12.0,16.0,16.0,18.0,-100.0,-100.0,100.0,-60.0,-20.0,-20.0,100.0,100.0,100.0,100.0,100.0,7.333333333333333,1.0,3.0,69.0,4.0,8.0,8.0,16.0,16.0,16.0,16.0,16.0,downstream,34.0,34.0,100.0,63.0,71.0,71.0,71.0,85.0,100.0,100.0,100.0,1.0,1.0,12.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
70,Cuenca,-128.0,-50.0,100.0,-39.0,-29.0,-7.0,12.0,20.0,41.0,63.0,76.0,-128.0,-100.0,100.0,-93.0,-40.0,1.0,40.0,66.0,92.0,100.0,100.0,1744.0980392156864,0.0,17.0,89.0,33.99999999999999,50.0,61.00000000000002,66.00000000000003,68.00000000000001,71.0,72.99999999999997,75.99999999999999,downstream,11.0,30.0,100.0,55.0,70.0,81.0,92.0,96.0,100.0,100.0,100.0,1.0,1.0,12.0,2.0,3.0,4.0,5.0,8.0,12.0,12.0,12.0
71,Guayaquil,-128.0,-26.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.999999999999998,27.999999999999996,-128.0,-21.0,100.00000000000004,0.0,0.0,0.0,0.0,0.0,0.0,17.0,100.0,2228564.525490196,0.0,71.88487952454652,100.0,85.99235353062832,92.64204663480128,97.09027317338736,98.69944845620869,99.60599070610805,99.60599070610805,100.0,100.0,downstream,9.0,58.0,100.00000000000009,86.04597241290291,96.0,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,1.0,3.0,12.000000000000002,11.999991261045222,12.0,12.0,12.0,12.0,12.0,12.0,12.0
72,Guayaquil,-128.0,-128.0,100.0,-42.0,0.0,14.0,24.767704420600648,36.0,50.0,66.0,85.0,-128.0,-128.0,100.00000000000004,-56.0,0.0,66.0,100.0,100.0,100.0,100.0,100.0,525093.5176470585,0.0,14.39033310803797,100.0,21.770565376047717,28.33773668600016,35.81207606073473,42.84732755996336,50.44156223893182,57.06099090014768,70.44229069628574,84.00000000000057,upstream,10.0,50.00000000000001,100.00000000000036,62.41480297172735,69.0,78.0,86.0,100.00000000000011,100.00000000000011,100.00000000000011,100.00000000000011,1.0,1.0,12.000000000000004,1.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0
73,Guayaquil,-128.0,-9.0,100.0,0.0,0.0,0.0,0.0,11.0,18.0,25.0,36.0,-128.0,-1.0,100.0,0.0,0.0,0.0,3.0,44.99999999999999,99.99999999999996,99.99999999999996,99.99999999999996,184380.98039215704,0.0,32.50446055665073,100.0,67.99999999999979,87.52364088673102,92.99999999999352,95.99999999999442,98.00000000001924,98.00000000001924,99.00000000003992,100.0,city,9.0,50.00000000000001,100.0,69.49056956365042,95.7678734012801,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,1.0,2.262551881811292,12.0,4.008184101095913,6.123091376173343,11.999989241192685,11.999989241192685,11.999989241192685,11.999989241192685,11.999989241192685,11.999989241192685
74,Asunciï¿½n,-95.0,-31.0,88.0,-18.0,-12.999999999999998,-10.000000000000002,-7.0,-3.0,0.0,2.0,3.0,-100.0,-90.0,100.0,-61.0,-43.0,-26.0,-6.0,0.0,3.0,63.0,99.99999999999994,371595.0941176469,0.0,18.89002138352489,99.0,47.494906342425246,76.49154962048658,90.48508797835572,94.9340936597144,95.9999999999914,95.9999999999914,96.9999999999979,97.1362979890892,upstream,6.0,15.000000000000002,100.0,20.0,27.269430382148084,39.62887591609459,50.0,66.0,97.0,100.0,100.0,1.0,2.0,12.0,5.0,11.98862142015052,11.98862142015052,11.98862142015052,11.98862142015052,11.98862142015052,12.0,12.0
75,Asunciï¿½n,-91.0,-30.0,94.0,-18.0,-12.0,-8.0,-5.000000000000001,0.0,2.0,3.0,4.0,-100.0,-74.0,100.0,-50.0,-28.0,-9.0,0.0,4.0,91.0,100.0,100.0,476094.211764706,0.0,11.835237483490529,99.0,37.19472862122837,72.1096084194096,89.0000000000006,94.8987723147712,96.81072908621354,96.81072908621354,97.99999999999764,98.04740172266445,downstream,5.0,18.0,100.0,24.0,32.0,50.000000000000014,60.0,66.0,97.0,100.0,100.0,1.0,1.0,12.0,4.0,6.0,12.0,12.0,12.0,12.0,12.0,12.0
76,Asunciï¿½n,-90.0,-34.0,92.0,-20.0,-15.0,-10.0,-2.0,0.0,1.0,3.0,5.0,-100.0,-99.0,100.00000000000004,-74.0,-46.0,-14.999999999999998,0.0,0.0,1.0,58.0,100.0,158447.7490196078,0.0,34.5895440973817,99.0,72.00000000000011,88.00000000000011,94.3632630322322,96.67184023196006,96.67184023196006,96.67184023196006,96.67184023196006,97.61657644212032,city,6.0,20.0,100.0,31.0,44.0,60.00000000000001,81.0,100.0,100.0,100.0,100.0,1.0,2.0,12.000000000000002,7.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
77,Ciudad del Este,-77.0,-16.0,33.0,-6.0,-2.0,-1.0,0.0,0.0,0.0,0.0,1.0,-100.0,-15.0,100.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,15046.372549019605,0.0,82.00000000000001,99.0,93.00000000000004,94.99999999999598,95.99999999999802,95.99999999999802,95.99999999999802,96.99999999999704,96.99999999999704,96.99999999999704,downstream,9.0,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,3.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
78,Ciudad del Este,-94.0,-19.0,80.0,-9.0,-4.0,-2.0,-1.0,-1.0,0.0,0.0,2.0,-100.0,-22.0,100.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,0.0,8.0,8735.858823529406,0.0,69.00000000000001,99.0,88.00000000000006,94.00000000000028,96.0000000000014,96.99999999999888,96.99999999999888,96.99999999999888,97.99999999999854,97.99999999999854,city,10.0,74.0,100.0,97.0,99.99999999999996,99.99999999999996,99.99999999999996,99.99999999999996,99.99999999999996,99.99999999999996,99.99999999999996,1.0,2.0,12.0,4.0,11.999999999999996,11.999999999999996,11.999999999999996,11.999999999999996,11.999999999999996,11.999999999999996,11.999999999999996
79,Ciudad del Este,-89.0,-4.0,91.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-100.0,-3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274418.349019608,0.0,94.45629949400534,100.0,97.00000000004076,97.9999999999294,97.9999999999294,97.9999999999294,97.9999999999294,97.9999999999294,98.999999999981,98.999999999981,upstream,6.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,11.999999999999975,12.0,11.999999999999975,11.999999999999975,11.999999999999975,11.999999999999975,11.999999999999975,11.999999999999975,11.999999999999975,12.0
